collaborator,collaboration
Rita Hayes,Vocals
Rita Lockheart,Backing Vocals [Kiddies Khorus]
Rita Marcotulli,Piano
Rita Maria,Vocals
Rita Nygaard,"Choir, Alto Vocals"
Rita Reys,Vocals
Rita Theis,Saxophone
Rita Wood,Electric Bass
Rita Worford,Vocals
Ritary Gaguenetti,Acoustic Guitar [Left Canal]
Ritchie Bryant,Drums
Ritchie Close,Keyboards
Ritchie Hart (2),Guitar
Ritchie Staringer,Keyboards
Ritney Brauer,Tenor Saxophone
Ritsuko Dalton,Piano
Ritsuko Endou,Piano
River Petein,Saxophone [Alto]
Rizzardo Piazzi,Alto Saxophone
RJ Avallone,Trumpet
RJ Miller,Drums
Ro Gebhardt,Guitar
Ro Kuijpers,"Bongos, Percussion"
Roar Borge,"Flute, Harmonica, Kazoo"
Roar Juul,Trombone
Roar Nilsen,Backing Vocals
Roar Sandnes,"Saxophone, Clarinet"
Rob Agerbeek,Piano
Rob Allanson,Bass
Rob Allgeyer,Piano
Rob Amster,Bass
Rob Armus,Tenor Saxophone
Rob Arthur,"Accordion, Percussion"
Rob B. Mathes,Backing Vocals
Rob Bargad,Piano
Rob Barnes,Voice
Rob Becker (2),Bass
Rob Birdwell (2),Trumpet
Rob Blakeslee,"Trumpet, Flugelhorn"
Rob Boone,Trombone
Rob Boone (2),Trombone [Lead]
Rob Brill,Drums
Rob Bromhead,Guitar
Rob Brown (2),Soprano Saxophone
Rob Brown (4),Alto Saxophone
Rob Bruynen,Trumpet
Rob Bryanton,Electric Piano
Rob Buckland,Alto Saxophone
Rob Bulkley,Drums
Rob Burger,Piano
Rob Burke,Tenor Saxophone
Rob Burns,Saxophone
Rob Christoffels,Bass
Rob Cittadino,"Bass, Lead Vocals"
Rob Clearfield,"Accordion, Electric Piano"
Rob Clores,"Keyboards, Piano"
Rob Clutton,Bass
Rob Cochran,Bass
Rob Coltun,Guitar
Rob Cookman,Piano
Rob Cope,"Bass Clarinet, Flute"
Rob Crowder,Drums
Rob Dainton,Drums
Rob Davis (11),Tenor Saxophone
Rob De Nijs,Vocals
Rob DeBoer,"Keyboards, Bass, Guitar, Harmonica, Programmed By"
Rob Denty,Saxophone
Rob Dicke (2),Drums
Rob Dixon,Soprano Saxophone
Rob Downing,Baritone Saxophone
Rob du Bois,Piano
Rob Du Bois,Synthesizer
Rob Egan,Drums
Rob Ewing,Trombone
Rob Fahie,Double Bass [Bass]
Rob Farrer,Percussion [Additional]
Rob Faulkner,"Trumpet, Flugelhorn"
Rob Faulkner (3),"Trumpet, Flugelhorn"
Rob Fisch,Trumpet
Rob Fisher (2),Bass
Rob Franken,Piano
Rob Frayne,Saxophone
Rob Frye,Tenor Saxophone
Rob Gallagher,Vocals
Rob Garcia (2),Drums
Rob Gerritsen,Piano
Rob Glaesemann,Tenor Saxophone
Rob Greenwood,Trumpet
Rob Haddon,Guitar
Rob Haite,Saxophone
Rob Hall (6),Soprano Saxophone
Rob Hamilton,Drums
Rob Hamilton (5),Saxophone
Rob Hardt,Saxophone
Rob Heasman,Trumpet
Rob Henke,Trumpet
Rob Howard,Trumpet
Rob Hudson,Trombone
Rob Hughes (3),Flute
Rob Hunter,Trumpet
Rob Hutchinson,Double Bass
Rob Hutchinson (2),Bass
Rob Jeffries,Saxophone
Rob Johnson,Trumpet
Rob Jost,"Acoustic Bass, Electric Bass"
Rob Kattenberg,Drums
Rob Koral,Guitar
Rob Langereis,Bass
Rob Laurie,Percussion [Samples]
Rob Lavers,Flute
Rob Leak,Saxophone
Rob Leake,Flute
Rob Lee (2),Drums
Rob Leon (2),Bass
Rob Levit,Guitar
Rob Lewis,Piano
Rob Lockart,Saxophone
Rob Lockhard,Tenor Saxophone
Rob Lockhart,"Tenor Saxophone, Flute"
Rob Loomis,Trombone
Rob Lussier,Saxophone
Rob Maaskant,Saxophone [Alto]
Rob Mach,Tenor Saxophone
Rob Mader,Saxophone
Rob Madna,Piano
Rob Magill,Saxophone
Rob Mahoney,Double Bass
Rob Malarkey,Bass
Rob Mallard,Flute
Rob Marscher,Keyboards
Rob Mathes,"Keyboards, Guitar, Vocals"
Rob May,Keyboards
Rob Mazurek,Voice
Rob McConnell,Trombone
Rob McDonald,Vocals
Rob McGregor,Trumpet
Rob McKenzie,Trombone
Rob Messer,Drums
Rob Meurer,"Producer, Keyboards, Percussion"
Rob Meyn,Percussion
Rob Michalchuk,Piano
Rob Middelhoven,Tenor Saxophone
Rob Middleton,Tenor Saxophone
Rob Middleton (3),Alto Saxophone
Rob Milne,Bass Clarinet
Rob Milne (2),Bass Clarinet
Rob Mosher,"Musician, Soprano Saxophone [Uncredited], Alto Saxophone [Uncredited], Flute [Uncredited], Oboe [Uncredited]"
Rob Mossefin,Trombone
Rob Mounsey,Synthesizer
Rob Mulhauser,Trumpet
Rob Mullarky,Recorded By [Vocals]
Rob Mullins,Keyboards
Rob Nebe,Trumpet
Rob Nestor,Trombone
Rob Nugent,Alto Saxophone
Rob Ogleby,Alto Saxophone
Rob Palmer,Electric Guitar
Rob Parton,Trumpet
Rob Pauwels (2),Guitar
Rob Peters (2),Drums
Rob Piilonen,Flute
Rob Piltch,Guitar
Rob Price (7),"Guitar, Composed By"
Rob Pronk,Piano
Rob Rawlings,Drums
Rob Reddy,"Saxophone [Soprano, Alto], Producer"
Rob Rempt,Trombone
Rob Reynolds (5),Drums
Rob Robinson (6),"Drums, Percussion"
Rob Rothschild,"Kora, Djembe, Cajón, Percussion"
Rob Saenz,Percussion
Rob Scarafia,Bass
Rob Schaer,Trumpet
Rob Scheps,Saxophone
Rob Schneiderman,Piano
Rob Schwimmer,Keyboards
Rob Shrock,Synthesizer
Rob Smith (17),Trumpet
Rob Smith (19),Trumpet
Rob Somerville,Trombone [Lead]
Rob Statham,Bass
Rob Stephenson,Piano
Rob Stevens,Piano
Rob Stevenson (2),"Alto Saxophone [Alto Sax], Electronic Wind Instrument [WX7 Wind Synth], Electronics"
Rob Stone (3),Saxophone
Rob Stoneback,Trombone
Rob Stringer,"Piano, Keyboards, Vocals"
Rob Sudduth,Saxophone [Tenor]
Rob Swope,Trombone
Rob Thomas (2),"Bass, Violin"
Rob Thomas (6),Bass
Rob Townsend (3),"Saxophone [Saxophones], Percussion"
Rob Trovinger,Baritone Saxophone
Rob Turk,Trumpet
Rob Turner (3),Drums
Rob V. Ekeren,Flute
Rob Van Bauel,Piano
Rob van Bavel,Piano
Rob Van Bavel,Piano
Rob Van Bergen,"Clarinet, Tenor Saxophone"
Rob Van De Wouw,Trumpet
Rob van den Broeck,Piano
Rob Van Den Broeck,"Electric Piano [Fender], Grand Piano"
Rob van Dijk (3),Piano
Rob van Egeren,Drums
Rob van Kreeveld,Piano
Rob Van Kreeveld,Electric Piano
Rob Van Stratum,Alto Saxophone
Rob Verdurmen,Drums
Rob Vlam,"Arranged By, Trombone"
Rob Wagner,Saxophone
Rob Wagner (3),Saxophone
Rob Wainwright,Drums
Rob Walker (7),"Trumpet, Flugelhorn"
Rob Wallace,"Drums, Percussion"
Rob Wasserman,Bass
Rob Watson (6),Drums
Rob Whitlock,Keyboards
Rob Whitsitt,Guitar
Rob Wigton,Percussion
Rob Wilbers,Trombone
Rob Wilkerson,Alto Saxophone
Rob Williams,Alto Saxophone
Rob Williams (15),Guitar
Rob Winch,Bass
Rob Wolfson,Guitar
Rob Wright,Arco Bass
Rob Zuchowski,Guitar
Roba,"Vocals, Lyrics By"
Robb Rawlings,Alto Saxophone
Robben Ford,Guitar
Robbi Kumalo,Backing Vocals
Robbie Ameen,Drums
Robbie Avenaim,Drums
Robbie Buchanan,Keyboards
Robbie Cruikshank,Percussion
Robbie Ellinson,Tenor Saxophone
Robbie Gonzales,Drums
Robbie Gonzalez,Drums
Robbie Hacaturyan,Percussion
Robbie Harvey,Trombone
Robbie Hiaki,Trombone [Bass]
Robbie Hioki,Trombone [Bass]
Robbie Hunsinger,"Oboe, English Horn, Clarinet, Saxophone [Soprano, Alto], Flute [Sona], Mixed By"
Robbie James,Piano
Robbie Jansen,Alto Saxophone
Robbie Kilgore,Programmed By [Synthesizer]
Robbie Kondor,Synthesizer
Robbie Kuster,Drums
Robbie Kwock,"Trumpet, Flugelhorn"
Robbie Link,Bass
Robbie McIntosh (2),Drums
Robbie Mercado,"Percussion [Bata, Congas, Tambora]"
Robbie Nevil,Guitar
Robbie Porter,Baritone Saxophone
Robbie Robertson,Guitar
Robbie Robson,Trumpet
Robbie Robson (2),"Trumpet, Flugelhorn"
Robbie Rodriguez,Drums
Robbie Scott,Drums
Robbie Shankle,"Baritone Saxophone, Bass Clarinet"
Robbie Wycoff,Vocals
Robbin L. Balfour,Alto Vocals
Robbin Taniguchi,Baritone Saxophone
Robby Ameen,Drums
Robby Baier,Backing Vocals
Robby Geerken,Percussion
Robby Gillis,Percussion
Robby Handley,Bass
Robby Kirshoff,Guitar
Robby Siemens,Saxophone
Robby Sinclair,Drums
Robby Virus,"Theremin, Vocals"
Robby Yarber,Trumpet
"Rober ""Some Few Cloths"" Lewis",Bass Drum
Rober Schulte Hemming,"Trumpet, Flugelhorn, Composed By"
Robert  Aaron,Piano [Tack Piano]
"Robert ""Bob"" White",Alto Saxophone
"Robert ""Bobby"" Johnson",Trumpet
"Robert ""Son Fewclothes"" Lewis",Bass Drum
"Robert ""Sput"" Searight",Drums
Robert (4),"Drums, Percussion"
Robert (73),"Saxophone, Flute"
Robert A. Holmes,Saxophone
Robert Aaron,"Piano, Tenor Saxophone"
Robert Adair,Bass
Robert Addison,Guitar
Robert Adkins,Drums
Robert Ahwai,Guitar
Robert Alabrudziński,Drums
Robert Alexander,Trombone
Robert Allen (14),Trombone
Robert Anderson (20),Piano
Robert Antenen,Trumpet
Robert Apgar,"Alto Saxophone, Flute"
Robert Aries,Keyboards
Robert Armstrong,"Guitar, Accordion, Banjo, Saw, Vocals"
Robert Ashton,Saxophone
Robert Asmussen,Trombone
Robert Bachner,Trombone
Robert Balzar,Bass
Robert Banks,Guitar
Robert Bargard,Piano
Robert Barnes (4),Tenor Saxophone
Robert Barnet,Drums
Robert Barnett,Drums
Robert Barry (2),Drums
Robert Bastien,Electric Guitar
Robert Battle,Drums
Róbert Benkő,Double Bass
Robert Berenson,Trumpet
Robert Berrenson,Trumpet
Robert Biggers,Drums
Robert Biles,Recorded By [Guitar Overdubs]
Robert Bockholt,"Trumpet, French Horn"
Robert Bonisolo,Tenor Saxophone
Robert Boston,Piano
Robert Bouffler,Trumpet
Robert Bowker,Vocals
Robert Brawn,Trombone [Bass]
Robert Bryant Jr.,Trumpet
Robert Burkosky,Drums
Robert Burks,Guitar
Robert Butler (4),Trumpet
Robert C. Borde,Soprano Saxophone
Robert Calvert (2),"Saxophone [Saxophones], Recorded By"
Robert Carroll,Tenor Saxophone
Robert Castagne,Trumpet
Robert Castillo,Guitar
Robert Cheek (2),Trumpet
Robert Chilcott,Vocals
Robert Cichy,Backing Vocals
Robert Claiborne (2),Trombone
Robert Cobbs,Drums
Robert Collazo,Saxophone
Robert Commodore,"Drums, Percussion [SPD-8]"
Robert Conti,Guitar
Robert Cookman,Piano
Robert Cooper (11),Trumpet
Robert Cooper (3),Saxophone
Robert Cordier,Drum
Robert Cornford,Piano
Robert Cranshaw,Bass
Robert Creeley,Voice
Robert Crosby,Saxophone
Robert Crowder,"Bata [Bata Drum], Congas"
Robert Crowder (2),Tenor Saxophone [Uncredited]
Robert Crowell (2),Baritone Saxophone
Robert Crumb,"Vocals, Banjo"
Robert Cummings,Bass Clarinet
Robert Cusumano,Trumpet
Robert Czech,"Piano, Synthesizer"
Robert Dabon,Keyboards
Robert Damper,Keyboards
Robert De Dominica,Flute
Robert De Fretes,Voice
Robert de Kers,Trumpet
Robert De Sesa,"Vibraphone, Percussion"
Robert de Vries,Trumpet
Robert Dean Kincaid,Baritone Saxophone
Robert Demmer,Trumpet
Robert Di Pietro,"Surdo, Triangle, Goblet Drum, Congas, Guiro, Shaker, Pandeiro"
Robert Dick,Flute [Flutes]
Robert Dickson,Bass
Robert DiDomenica,Flute
Robert Dodge,Trombone
Robert Dohm,"Tenor Saxophone, Clarinet"
Robert Dörfer,"Trumpet, Flugelhorn"
Robert Dorsey,Saxophone
Robert Downey (3),Piano
Robert Drasnin,Flute
Robert Du Rand,Piano
Robert Dyck,Keyboards
Robert Eaton (2),Voice
Robert Edman,Drums
Robert Edward Pring,Trombone
Robert Een,Guitar
Robert Effros,Trumpet
Robert Egolf,Saxophone
Robert Eidenier,Trumpet
Robert Ellis (3),Trombone
Robert Elovsson,Keyboards [Keys]
Robert Eluist,Guitar
Robert Escuras,Guitar
Robert F. Kennedy,Voice
Robert F. Sanders,Trombone [Bass]
Robert Fassin,Trumpet
Robert Faulkner,Guitar
Robert Fechner,Trumpet
Robert Feldman (2),Saxophone
Robert Finster,"English Horn, Flute"
Robert Firpo,Percussion [Samples]
Robert Fordjour,Drums
Robert Forte,Drums
Robert Fowler,"Tenor Saxophone, Clarinet"
Robert Fox (2),Piano
Robert Francissen,Drums
Robert Frazier (3),Bass
Robert Freeberg,Drums
Robert Fripp,"Guitar, Guitar [Guitar Soundscapes]"
Robert Gaar,Drums
Robert Gardiner (2),Tenor Saxophone
Robert Garrison,Trumpet
Robert George,Drums [Uncredited]
Robert George (4),"Recorded By, Mixed By, Mastered By, Recorded By [Vocal Overdubs Produced By]"
Robert George Woodlen,Trumpet
Robert Giegling,Trumpet
Robert Gil,Piano
Robert Glasper,Piano
Robert Gluck,Piano
Robert Gniadek,Technician [Piano Tuning]
Robert Göber,Bass
Robert Göhring,Trombone
Robert Gomez (5),Guitar
Robert Gonzales (0),Drums
Robert Gonzalez (2),Drums
Robert Greenfield,Guitar
Robert Greenidge,Steel Drums
Robert Gregg,Drums
Robert Griffin (2),Keyboards
Robert Griffin (3),"Trumpet, Flugelhorn"
Robert Griffin (5),"Alto Saxophone, Flute, Clarinet"
Robert Grijalva,Technician [Piano]
Robert Guevara,Percussion
Robert Guthrie,Drums
Robert Gutmayer,Guitar
Robert Guy,Trumpet
Robert Guyer,Trumpet
Robert H. Owen,Piano
Robert Hardaway,Tenor Saxophone
Robert Harrover,Trombone
Robert Harvell,"Tenor Saxophone, Alto Saxophone"
Robert Haynes (2),Bass
Robert Henderson,Trumpet
Robert Henderson (3),Trumpet
Robert Henry,"Band [Personnel], Drums [Batterie]"
Robert Hildreth,Trombone
Robert Hirth,Guitar
Robert Hokamp,Guitar
Robert Holmes (2),"Piano, Electric Piano, Percussion"
Robert Hruška,Trumpet
Robert Hughes (3),Trombone
Robert Hurst,Bass
Robert Ikiz,Drums
Robert Irving III,Keyboards
Robert Isbell,Alto Saxophone
Robert Jacobson (3),Electric Guitar
Robert Jakubiec,Trumpet
Robert Jan Vermeulen,Piano
Robert Jaroslawski,"Drums, Flute [Alto]"
Robert Jarvis,Trombone
Robert Jasper,Flute
Robert Jeanne,Saxophone [Tenor]
Robert Joseph Durham,Drums
Robert Jukič,Bass
Robert Juritz,"Tenor Saxophone, Bassoon"
Robert Jürjendal,"Acoustic Guitar, Effects, Guitar Synthesizer, E-bow"
Robert Kainar,Drums
Robert Kase,Trumpet
Robert Kassinger,Double Bass
Robert Kastler,Keyboards
Robert Kaufman (2),Drums
Robert Kellaway,Piano
Robert Keller,Tenor Saxophone
Robert Kelley,Drums
Robert Kesternich,"Piano, Electric Piano [Fender Rhodes]"
Robert Klammer,Percussion
Robert Klier,Alto Saxophone
Robert Kraft,Drum Programming
Robert Kubiszyn,Bass Guitar
Robert Lakatoš,"Piano, Keyboards"
Robert Lamm,Keyboards
Robert Landfermann,Bass
Robert Landham,Alto Saxophone
Robert Landis,Percussion
Robert Landry,Guitar
Robert Lasher,Bass
Robert Lawson (3),Guitar
Robert Le Gall,"Guitar, Bass Guitar [Fretless], Electric Guitar"
Robert LeBlanc,"Arranged By, Drums, Percussion, Organ, Mixed By"
Robert Lee Wilson (2),Bass
Robert Lépine,Percussion
Robert Leriche,Saxophone [Sopranos]
Robert Leslie Hurst III,Bass
Robert Leuk,Piano
Robert Lewis (14),Soprano Saxophone
Robert Lewis (15),Vocals
Robert Lewis (17),Flute
Robert Lewis (18),Bass Guitar
Robert Livingood,"Trumpet [Lead], Flugelhorn, Mixed By"
Robert Lowe,Electric Guitar
Robert Lucaciu,Double Bass
Robert Lucien,Drums
Robert Ludger Desnoyers,"Guitar [Sèche], Electric Guitar, Vocals"
Robert Lulling,Drums
Robert Lustrea,Trombone
Robert Luty,Drums
Robert M. Rucker,Drums
Robert M.R.,Guitar
Robert Majewski,Trumpet
Robert Malmberg,Piano
Robert Mandolph,Vocals
Robert Marashlian,Percussion
Robert Marcel Lepage,"Shaker, Clarinet, Soprano Saxophone, Alto Saxophone"
Robert Marchesi,Drums
Robert Mark,Drums
Robert Markle,"Tenor Saxophone, Electric Piano"
Robert Martuszewski,Alto Saxophone
Robert Matchett,Trombone [Lead]
Robert Matt,Keyboards
Robert Mavounzy,Alto Saxophone
Robert McCarther,Vocals [Voices]
Robert McLaren,Drums
Robert Meier,Double Bass
Robert Meinema,Drums
Robert Meisner,Trombone [Bass]
Robert Ménière,Drums
Robert Menzel,Saxophone
Robert Mercer (2),Drums [Sir Zelman Cowen School Of Music]
Robert Merchez,Alto Saxophone
Robert Mérian,"Clarinet, Saxophone"
Robert Mervak,"Organ, Piano, Synth"
Robert Miller,Drums
Robert Miller (13),Drums
Robert Millikan,Trumpet
Robert Miranda,Bass
Robert Mitchell,Piano
Robert Molinelli,Piano
Robert Monmarche,Drums
Robert Montesi,Trumpet
Robert Montmarché,Drums
Robert Moore,"Soprano Saxophone, Soprano Saxophone"
Robert Morgen,Trombone
Robert Morgenthaler,Trombone
Robert Mosely,Piano
Robert Mudrinic,"Alto Saxophone, Clarinet"
Robert Mulyarahardja,Guitar
Robert Murakowski,"Trumpet, Flugelhorn"
Robert Nagel,Trumpet
Robert Nelson,Drums
Robert Newbold,Flute
Robert Northern,"French Horn , Percussion [Hand Wood Blocks, Bells, Crow Call, Military Whistle]"
Robert Nowak,Bass
"Robert O'Bryant, Sr.",Trumpet
Robert O'Donnell,Trumpet
Robert Östlund,"Electric Guitar, Synthesizer"
Robert Paige,Bass
Robert Paige (2),Acoustic Bass
Robert Panell,Trombone
Robert Parker (10),Trumpet
Robert Parsons (3),Alto Saxophone [Lead]
Robert Pawlik,Guitar
Robert Payne,Trombone
Robert Péguet,Drums
Robert Perkins,Drums
Robert Pernet,Drums
Robert Persi,"Piano, Keyboards"
Robert Phillips (4),Tenor Saxophone [1st]
Robert Piette,"Trumpet, Flugelhorn"
Robert Pilon,Vocals
Robert Piltch,Guitar
Robert Pistracher,Bass
Robert Poholek,"Cornet, Trumpet"
Robert Polak,Lead Vocals
Robert Politzer,Trumpet
Robert Ponger,"Composed By, Arranged By, Piano"
Robert Popwell,Bass
Robert Portal,Guitar
Robert Powell,"Electric Guitar, Pedal Steel Guitar, Acoustic Guitar [6 String], Mandolin, Ocarina [Multi Chamber]"
Robert Pozar,Drums
Robert Prado,Trumpet
Robert Pussecker,"Clarinet [E-flat], Soprano Saxophone, Conductor"
Robert Quine,Guitar
Robert Radelmacher,Trombone
Robert Range,Trombone [Uncredited]
Robert Rasz,Drums
Robert Redd,Piano
Robert Reigle,Tenor Saxophone
Robert Rich,Flute [Bamboo]
Robert Rickenberg,Bass
Robert Riegler,Bass
Robert Right,Drums
Robert Robinson (4),Trombone
Robert Rodriguez,Electric Piano
Robert Rodriguez (3),Keyboards [Fender Rhodes]
Robert Rodriguez (9),Percussion
Robert Ross (7),Trumpet
Robert Röthlisberger,Bass
Robert Ruff,Bass
Robert Rully,Percussion [Additional]
Robert Rumbolz,Trumpet
Robert Rutledge,Trumpet
Robert Santiago,"Banjo, Ocarina, Percussion [Jazz], Vocals, Whistling"
Robert Saraceni,"Guitar, Banjo"
Robert Saravia,Bass
Robert Sassi,Electric Guitar
Robert Scarpulla,"Trumpet, Flugelhorn"
Robert Scherpenisse,"Trumpet, Flugelhorn"
Robert Scholer,Bass
Robert Schönherr,Piano
Robert Schulenburg,Bass
Robert Schulte-Hemming,"Trumpet, Flugelhorn, Producer, Layout"
Robert Schwabenitz,Trumpet [Solo]
Robert Schwimmer,"Piano, Keyboards"
Robert Scott (4),Trombone
Robert Searight,Drums
Robert Seely,Trumpet
Robert Sham,Percussion
Robert Shankin,Drums
Robert Shy,Drums
Robert Siegel,Flute
Robert Sietsema,"Bass, Backing Vocals"
Robert Siwak,"Bendir, Daf, Goblet Drum, Cajón, Other [Riq]"
Robert Skanse,"Trombone [Solo, Lead]"
Robert Słucki,"Guitar, Percussion"
Robert Smart,Vocals
Robert Snow,Bass
Robert Solomon,Trombone
Robert Soprun,Alto Saxophone
Robert Spour,"Keyboards, Voice, Programmed By, Computer"
Robert Stanton,Guitar [Guitars]
Robert Steen,"Flute, Instruments [Recorders]"
Robert Steiner,Percussion [Additional Musician]
Robert Stewart,Saxophone [Tenor]
Robert Stewart (11),Tenor Saxophone
Robert Stoloff (2),Vocals
Robert Stone (2),Double Bass [String Bass]
Robert Strickland,Piano
Robert Stright,"Vibraphone, Percussion"
Robert Stringer,Trombone
Róbert Sturla Reynisson,Electric Guitar
Robert Suhas,Piano
Róbert Szakcsi Lakatos,Piano
Robert Szewczuga,Bass Guitar
Robert Szydło,Acoustic Bass [Guitar]
Robert Taylor (2),Trombone
Robert Thébaut,"Guitar, Triangle"
Robert Theobald,Piano
Robert Thieman,Trumpet
Robert Thomas Jr.,Percussion
"Robert Thomas, Jr.",Percussion
Robert Treherne,Drums
Robert Trowers,Trombone
Robert Troy,Synthesizer
Robert Underwood,Drums
Robert Vallelunga,Keyboards
Robert Veen,Alto Saxophone
Robert Verelst,Trumpet
Robert Vincs,"Saxophone [Saxophones], Performer [Improvisations], Mixed By"
Robert Vrčon,Baritone Vocals [Baritone Voice]
Robert W. Getz,"Piano, Viola"
Robert W. Stevenson,Bass Clarinet
Robert Wagner (12),Trombone
Robert Walter,"Piano, Electric Piano"
Robert Weber,Backing Vocals
Robert Weinstein (2),"Guitar [Nylon, Quatro]"
Robert Weiss (2),Piano
Robert West (2),Bass
Robert White,Drums
Robert White (17),Trumpet
Robert Williams (23),Vocals
Robert Williams (32),Trumpet
Robert Wilson,Bass
Robert Wilson (12),Bass
Robert Windbiel,Guitar
Robert Winiker,Trumpet
Robert Winn,Flute
Robert Wolf,Guitar
Robert Wright (4),Alto Saxophone
Robert Würz,Baritone Saxophone
Robert Wyatt,Drums
Robert Wyszyński,"Piano, Xylophone, Drums [Drum Machine], Vocals"
Robert Yance,Trumpet
Robert Zantay,Synthesizer
Robert Zimmermann (3),Bass [String]
Robert Þórhallsson,"Contrabass, Bass Guitar [Electric And Acoustic]"
Roberta Baum,Voice
Roberta Davis,Vocals
Roberta Flack,Vocals
Roberta Gambarini,Vocals
Roberta Gumbel,Vocals
Roberta Lawrence,Arranged By [Vocals]
Roberta Morellini,Trombone
Roberta Parsi,Vocals
Roberta Piket,Piano
Roberta Thomas,Vocals
Robertas Mankus,Drums
Robertinho (2),Tenor Saxophone
Robertinho Braga,Drums
Robertinho De Recife,Guitar
Robertinho Silva,Drums
Robertinho SIlva,Drums
Robertino Pagliari,Bass Guitar
"Roberto ""Bobby"" Matassi",Bass
Roberto Altamura (3),Drums
Roberto Andreoli,Trombone
Roberto Antinolfi,Trumpet
Roberto Bachi,Piano
Roberto Bartoli,Double Bass
Roberto Bastos Pinheiro,Percussion
Roberto Bellatalla,Double Bass
Roberto Biagini,Tenor Saxophone
Roberto Bonati,Double Bass
Roberto Bossard,Guitar
Roberto Brambilla,"Electric Guitar, Graphics, Design"
Roberto Cabeza,Tenor Saxophone
Roberto Cabrera,"Arranged By, Double Bass, Bass, Trombone, Percussion, Kora"
Roberto Callero,Bass
Roberto Carcasses,Keyboards
Roberto Carcassés Jnr.,Piano
Roberto Cecchetto,Guitar
Roberto Cesari,Drums
Roberto Ciammarughi,Keyboards
Roberto Cipelli,Piano
Roberto Cocever,Guitar
Roberto Curione,Bass Vocals
Roberto Da Mutten,Trumpet
Roberto Da Silva,Drums
Roberto Dani,Drums
Roberto Del Piano,Electric Bass
Roberto Della Grotta,Bass
Roberto Desiderio,Drums
Roberto Détrée,"Guitar [Gitarre], Sarangi [Saragón]"
Roberto di Gioia,Electric Piano [Fender Rhodes]
Roberto Di Gioia,Piano
Roberto Di Gloria,"Piano, Keyboards"
Roberto Domeniconi,"Piano, Composed By"
Roberto Fernandez,Trumpet
Roberto Fernández,Trumpet
Roberto Fernández (2),Trumpet
Roberto Festa,"Flute, Soprano Saxophone, Alto Saxophone"
Roberto Filoseta,"Piano, Electronics"
Roberto Frati,Baritone Saxophone
Roberto Frei,Contrabass
Roberto Gagliardi,"Saxophone [Tenor], Flute"
Roberto García,"Bongos, Cowbell, Percussion [Güiro]"
Roberto Gatto,Drums
Roberto Gemo,Guitar
Roberto Giangrande,Double Bass
Roberto Giolito,Bass
Roberto Gobbi,Trombone
Roberto Gorgazzini,Guitar
Roberto Haliffi,Percussion
Roberto Juan Rodrigues,Drums
Roberto Juan Rodriguez,Drums
Roberto Julio,Piano
Roberto Koch,Bass
Roberto Magris,Piano
Roberto Mallo,"Alto Saxophone, Recorded By"
Roberto Mancilha Torres,Piano
Roberto Mancini,Saxophone
Roberto Mandruzzato,Trombone
Roberto Manuzzi,"Soprano Saxophone, Alto Saxophone"
Roberto Marchesi,Percussion
Roberto Marietti,Trumpet
Roberto Marques,Trombone
